Hora,Precio
1595304000,26.54
1595307600,27.59
1595311200,33.8
1595314800,38.19
1595318400,38.7
1595322000,38.43
1595325600,38.24
1595329200,38.0
1595332800,38.43
1595336400,38.47
1595340000,38.7
1595343600,37.95
1595347200,38.43
1595350800,38.55
1595354400,40.51
1595358000,42.93
1595361600,41.81
1595365200,40.48
1595368800,39.72
1595372400,37.95
1595376000,40.69
1595379600,40.3
1595383200,38.43
1595386800,38.43
1595390400,38.63
1595394000,40.3
1595397600,40.02
1595401200,40.69
1595404800,41.78
1595408400,42.03
1595412000,41.69
1595415600,41.44
1595419200,41.61
1595422800,41.2
1595426400,40.62
1595430000,39.58
1595433600,40.32
1595437200,39.58
1595440800,42.19
1595444400,43.82
1595448000,43.9
1595451600,41.96
1595455200,41.44
1595458800,39.58
1595462400,41.8
1595466000,41.15
1595469600,40.14
1595473200,39.9
1595476800,39.9
1595480400,40.3
1595484000,40.51
1595487600,41.69
1595491200,43.2
1595494800,42.86
1595498400,43.09
1595502000,43.36
1595505600,43.95
1595509200,43.4
1595512800,44.0
1595516400,42.44
1595520000,42.86
1595523600,41.98
1595527200,42.86
1595530800,43.49
1595534400,43.64
1595538000,42.09
1595541600,41.69
1595545200,38.58
1595548800,35.8
1595552400,30.07
1595556000,28.6
1595559600,28.3
1595563200,28.3
1595566800,28.6
1595570400,30.09
1595574000,36.14
1595577600,39.95
1595581200,40.8
1595584800,40.3
1595588400,40.42
1595592000,41.01
1595595600,41.59
1595599200,41.25
1595602800,39.99
1595606400,40.11
1595610000,36.9
1595613600,35.03
1595617200,36.85
1595620800,37.39
1595624400,37.04
1595628000,37.17
1595631600,34.65
1595635200,34.63
1595638800,30.56
1595642400,28.6
1595646000,32.72
1595649600,34.07
1595653200,36.49
1595656800,34.0
1595660400,34.49
1595664000,37.7
1595667600,38.56
1595671200,36.6
1595674800,36.2
1595678400,36.1
1595682000,37.49
1595685600,35.01
1595689200,30.0
1595692800,28.4
1595696400,28.3
1595700000,28.9
1595703600,31.58
1595707200,32.22
1595710800,33.49
1595714400,33.61
1595718000,30.0
1595721600,34.43
1595725200,30.87
1595728800,27.4
1595732400,27.4
1595736000,27.33
1595739600,27.4
1595743200,27.2
1595746800,27.13
1595750400,27.1
1595754000,27.24
1595757600,27.26
1595761200,27.4
1595764800,27.4
1595768400,28.0
1595772000,28.88
1595775600,27.33
1595779200,27.26
1595782800,27.26
1595786400,27.33
1595790000,29.58
1595793600,32.91
1595797200,38.95
1595800800,40.99
1595804400,40.62
1595808000,39.9
1595811600,39.36
1595815200,37.0
1595818800,34.07
1595822400,34.0
1595826000,34.02
1595829600,36.69
1595833200,38.8
1595836800,39.52
1595840400,39.98
1595844000,39.79
1595847600,40.6
1595851200,40.44
1595854800,40.0
1595858400,39.9
1595862000,38.47
1595865600,36.55
1595869200,37.87
1595872800,38.5
1595876400,39.36
1595880000,37.98
1595883600,39.52
1595887200,39.46
1595890800,37.0
1595894400,35.43
1595898000,30.32
1595901600,29.8
1595905200,29.7
1595908800,29.8
1595912400,30.1
1595916000,30.24
1595919600,35.37
1595923200,40.0
1595926800,40.44
1595930400,40.0
1595934000,40.7
1595937600,40.7
1595941200,40.0
1595944800,39.17
1595948400,35.38
1595952000,33.12
1595955600,34.52
1595959200,37.42
1595962800,38.53
1595966400,37.08
1595970000,36.91
1595973600,39.52
1595977200,37.09
1595980800,33.99
1595984400,29.01
1595988000,28.8
1595991600,28.45
1595995200,28.41
1595998800,28.8
1596002400,31.41
1596006000,38.47
1596009600,40.0
1596013200,40.5
1596016800,40.31
1596020400,40.84
1596024000,40.86
1596027600,41.17
1596031200,40.49
1596034800,39.94
1596038400,40.0
1596042000,40.58
1596045600,41.4
1596049200,42.68
1596052800,42.68
1596056400,42.37
1596060000,43.78
1596063600,40.98
1596067200,40.06
1596070800,38.64
1596074400,34.07
1596078000,34.0
1596081600,34.01
1596085200,35.0
1596088800,35.73
1596092400,40.9
1596096000,41.55
1596099600,42.01
1596103200,40.9
1596106800,41.47
1596110400,42.04
1596114000,42.0
1596117600,41.7
1596121200,41.47
1596124800,41.55
1596128400,41.65
1596132000,42.78
1596135600,43.4
1596139200,44.55
1596142800,44.92
1596146400,44.54
1596150000,41.77
1596153600,39.68
1596157200,35.0
1596160800,38.2
1596164400,36.9
1596168000,37.61
1596171600,38.2
1596175200,37.21
1596178800,40.18
1596182400,42.84
1596186000,43.03
1596189600,43.45
1596193200,44.27
1596196800,44.97
1596200400,46.14
1596204000,44.39
1596207600,43.01
1596211200,42.86
1596214800,43.73
1596218400,43.97
1596222000,44.9
1596225600,45.45
1596229200,46.15
1596232800,44.97
1596236400,42.5
1596240000,37.96
1596243600,32.4
1596247200,31.01
1596250800,30.3
1596254400,30.3
1596258000,30.3
1596261600,29.95
1596265200,29.89
1596268800,30.99
1596272400,33.02
1596276000,31.98
1596279600,33.66
1596283200,35.79
1596286800,36.6
1596290400,33.48
1596294000,30.33
1596297600,30.3
1596301200,32.62
1596304800,37.37
1596308400,38.78
1596312000,38.37
1596315600,37.78
1596319200,37.12
1596322800,33.8
1596326400,30.67
1596330000,27.82
1596333600,27.09
1596337200,27.51
1596340800,27.08
1596344400,27.62
1596348000,27.15
1596351600,26.79
1596355200,26.79
1596358800,27.62
1596362400,27.63
1596366000,28.01
1596369600,28.1
1596373200,27.4
1596376800,26.43
1596380400,24.16
1596384000,23.86
1596387600,25.56
1596391200,28.08
1596394800,28.9
1596398400,34.14
1596402000,35.49
1596405600,38.43
1596409200,35.1
1596412800,30.3
1596416400,29.0
1596420000,28.5
1596423600,28.1
1596427200,27.44
1596430800,28.33
1596434400,34.12
1596438000,39.19
1596441600,41.0
1596445200,41.53
1596448800,41.2
1596452400,41.16
1596456000,40.97
1596459600,39.9
1596463200,38.24
1596466800,37.18
1596470400,37.75
1596474000,39.67
1596477600,40.06
1596481200,39.16
1596484800,39.97
1596488400,40.83
1596492000,40.16
1596495600,35.05
1596499200,31.6
1596502800,29.0
1596506400,29.0
1596510000,28.87
1596513600,28.5
1596517200,28.7
1596520800,30.3
1596524400,36.24
1596528000,39.97
1596531600,40.12
1596535200,38.59
1596538800,35.75
1596542400,37.0
1596546000,36.88
1596549600,35.22
1596553200,34.33
1596556800,33.37
1596560400,37.72
1596564000,40.41
1596567600,41.01
1596571200,41.2
1596574800,41.16
1596578400,39.83
1596582000,34.8
1596585600,34.64
1596589200,31.0
1596592800,30.3
1596596400,30.3
1596600000,32.0
1596603600,32.0
1596607200,33.43
1596610800,34.11
1596614400,36.84
1596618000,36.11
1596621600,36.1
1596625200,38.0
1596628800,39.01
1596632400,39.76
1596636000,39.16
1596639600,36.85
1596643200,34.07
1596646800,33.79
1596650400,39.67
1596654000,43.04
1596657600,43.4
1596661200,42.43
1596664800,41.69
1596668400,36.71
1596672000,38.59
1596675600,36.0
1596679200,30.72
1596682800,29.97
1596686400,29.77
1596690000,29.97
1596693600,32.0
1596697200,37.27
1596700800,38.45
1596704400,38.45
1596708000,36.91
1596711600,36.6
1596715200,38.59
1596718800,39.27
1596722400,38.36
1596726000,36.01
1596729600,36.19
1596733200,39.69
1596736800,42.6
1596740400,43.37
1596744000,46.15
1596747600,43.39
1596751200,41.39
1596754800,37.0
1596758400,38.64
1596762000,33.0
1596765600,29.97
1596769200,29.97
1596772800,30.78
1596776400,32.86
1596780000,35.54
1596783600,39.09
1596787200,39.2
1596790800,39.75
1596794400,38.49
1596798000,38.97
1596801600,41.34
1596805200,40.9
1596808800,39.99
1596812400,36.73
1596816000,38.64
1596819600,40.11
1596823200,43.82
1596826800,44.58
1596830400,47.07
1596834000,44.4
1596837600,42.47
1596841200,39.99
1596844800,39.27
1596848400,39.75
1596852000,39.27
1596855600,38.27
1596859200,38.64
1596862800,38.31
1596866400,37.0
1596870000,36.99
1596873600,34.07
1596877200,37.68
1596880800,37.0
1596884400,34.99
1596888000,35.98
1596891600,32.65
1596895200,30.3
1596898800,31.74
1596902400,29.77
1596906000,33.2
1596909600,38.1
1596913200,40.7
1596916800,41.2
1596920400,40.77
1596924000,40.77
1596927600,39.49
1596931200,39.79
1596934800,39.49
1596938400,38.07
1596942000,37.51
1596945600,32.73
1596949200,37.66
1596952800,32.29
1596956400,33.72
1596960000,32.29
1596963600,32.27
1596967200,29.9
1596970800,29.84
1596974400,30.56
1596978000,29.78
1596981600,29.75
1596985200,29.0
1596988800,28.7
1596992400,29.46
1596996000,35.0
1596999600,39.9
1597003200,40.24
1597006800,41.82
1597010400,42.11
1597014000,39.78
1597017600,33.9
1597021200,29.75
1597024800,29.0
1597028400,29.1
1597032000,29.1
1597035600,29.75
1597039200,36.9
1597042800,38.61
1597046400,40.35
1597050000,41.0
1597053600,40.57
1597057200,38.97
1597060800,41.4
1597064400,41.46
1597068000,40.86
1597071600,39.57
1597075200,40.0
1597078800,42.21
1597082400,42.46
1597086000,42.57
1597089600,43.4
1597093200,43.4
1597096800,42.04
1597100400,37.78
1597104000,40.24
1597107600,33.92
1597111200,32.34
1597114800,30.75
1597118400,30.49
1597122000,32.67
1597125600,36.1
1597129200,38.99
1597132800,40.24
1597136400,41.65
1597140000,41.3
1597143600,40.47
1597147200,41.3
1597150800,41.52
1597154400,39.53
1597158000,39.0
1597161600,38.99
1597165200,39.53
1597168800,41.46
1597172400,42.11
1597176000,43.6
1597179600,44.21
1597183200,42.68
1597186800,40.03
1597190400,39.26
1597194000,37.01
1597197600,33.07
1597201200,32.05
1597204800,30.8
1597208400,31.25
1597212000,34.93
1597215600,39.0
1597219200,41.4
1597222800,42.44
1597226400,42.19
1597230000,41.92
1597233600,41.7
1597237200,41.51
1597240800,40.77
1597244400,39.0
1597248000,38.99
1597251600,39.49
1597255200,40.0
1597258800,41.56
1597262400,43.3
1597266000,45.07
1597269600,44.02
1597273200,41.84
1597276800,41.2
1597280400,39.98
1597284000,38.0
1597287600,37.01
1597291200,36.82
1597294800,38.07
1597298400,34.88
1597302000,40.6
1597305600,41.55
1597309200,42.26
1597312800,41.74
1597316400,40.29
1597320000,41.93
1597323600,41.74
1597327200,39.99
1597330800,38.09
1597334400,39.0
1597338000,41.92
1597341600,42.44
1597345200,42.79
1597348800,43.97
1597352400,44.29
1597356000,42.44
1597359600,41.47
1597363200,33.41
1597366800,32.24
1597370400,31.07
1597374000,30.18
1597377600,30.07
1597381200,32.1
1597384800,34.01
1597388400,35.74
1597392000,39.53
1597395600,41.0
1597399200,41.42
1597402800,40.5
1597406400,40.67
1597410000,39.17
1597413600,37.61
1597417200,37.01
1597420800,38.01
1597424400,36.2
1597428000,36.1
1597431600,37.5
1597435200,40.24
1597438800,41.91
1597442400,40.0
1597446000,35.39
1597449600,39.17
1597453200,36.26
1597456800,31.77
1597460400,30.31
1597464000,29.92
1597467600,29.06
1597471200,29.0
1597474800,29.1
1597478400,30.38
1597482000,31.39
1597485600,30.14
1597489200,29.91
1597492800,29.53
1597496400,28.0
1597500000,27.14
1597503600,26.07
1597507200,27.3
1597510800,28.5
1597514400,28.9
1597518000,32.2
1597521600,39.59
1597525200,39.93
1597528800,39.59
1597532400,34.14
1597536000,33.12
1597539600,29.0
1597543200,28.0
1597546800,26.5
1597550400,26.15
1597554000,25.7
1597557600,26.0
1597561200,25.95
1597564800,28.0
1597568400,28.36
1597572000,25.51
1597575600,24.11
1597579200,25.0
1597582800,22.64
1597586400,28.0
1597590000,24.11
1597593600,22.5
1597597200,28.11
1597600800,29.11
1597604400,36.98
1597608000,39.77
1597611600,40.21
1597615200,39.98
1597618800,35.07
1597622400,34.9
1597626000,28.75
1597629600,28.25
1597633200,27.75
1597636800,27.91
1597640400,30.13
1597644000,34.9
1597647600,38.62
1597651200,39.67
1597654800,40.42
1597658400,39.67
1597662000,38.77
1597665600,39.01
1597669200,38.67
1597672800,38.09
1597676400,34.64
1597680000,34.0
1597683600,34.63
1597687200,34.63
1597690800,38.09
1597694400,41.03
1597698000,44.31
1597701600,43.5
1597705200,38.74
1597708800,37.7
1597712400,33.68
1597716000,31.27
1597719600,29.92
1597723200,29.95
1597726800,32.79
1597730400,37.07
1597734000,41.06
1597737600,42.78
1597741200,43.0
1597744800,42.23
1597748400,41.21
1597752000,40.8
1597755600,39.59
1597759200,36.5
1597762800,35.99
1597766400,37.6
1597770000,39.59
1597773600,39.66
1597777200,41.09
1597780800,42.78
1597784400,44.58
1597788000,43.2
1597791600,40.29
1597795200,38.29
1597798800,35.89
1597802400,32.52
1597806000,30.48
1597809600,30.25
1597813200,33.43
1597816800,39.0
1597820400,40.73
1597824000,40.65
1597827600,41.69
1597831200,38.42
1597834800,38.82
1597838400,38.29
1597842000,33.68
1597845600,33.25
1597849200,28.25
1597852800,27.5
1597856400,27.0
1597860000,26.5
1597863600,30.0
1597867200,38.29
1597870800,41.0
1597874400,39.79
1597878000,33.97
1597881600,33.16
1597885200,28.6
1597888800,27.0
1597892400,26.5
1597896000,27.5
1597899600,28.03
1597903200,33.0
1597906800,37.74
1597910400,39.79
1597914000,40.49
1597917600,39.82
1597921200,38.08
1597924800,37.21
1597928400,34.62
1597932000,33.18
1597935600,30.0
1597939200,29.0
1597942800,30.22
1597946400,32.48
1597950000,36.2
1597953600,41.7
1597957200,43.82
1597960800,42.23
1597964400,37.57
1597968000,34.67
1597971600,30.32
1597975200,27.0
1597978800,26.0
1597982400,25.75
1597986000,27.0
1597989600,28.16
1597993200,35.46
1597996800,38.98
1598000400,38.0
1598004000,33.9
1598007600,32.97
1598011200,33.48
1598014800,32.61
1598018400,31.32
1598022000,28.24
1598025600,27.92
1598029200,33.9
1598032800,38.73
1598036400,41.2
1598040000,41.6
1598043600,41.83
1598047200,40.08
1598050800,36.91
1598054400,32.29
1598058000,27.57
1598061600,27.0
1598065200,27.0
1598068800,26.4
1598072400,26.3
1598076000,27.0
1598079600,32.99
1598083200,33.0
1598086800,36.37
1598090400,31.7
1598094000,36.37
1598097600,37.12
1598101200,38.29
1598104800,38.29
1598108400,31.07
1598112000,27.45
1598115600,27.19
1598119200,26.64
1598122800,30.27
1598126400,34.43
1598130000,39.77
1598133600,39.79
1598137200,37.87
1598140800,38.07
1598144400,35.53
1598148000,31.88
1598151600,28.1
1598155200,27.9
1598158800,27.8
1598162400,27.7
1598166000,25.5
1598169600,25.5
1598173200,25.15
1598176800,23.77
1598180400,25.15
1598184000,27.0
1598187600,28.1
1598191200,28.1
1598194800,25.5
1598198400,20.0
1598202000,22.88
1598205600,28.0
1598209200,33.41
1598212800,37.32
1598216400,38.87
1598220000,38.07
1598223600,31.99
1598227200,32.26
1598230800,27.95
1598234400,27.14
1598238000,25.5
1598241600,25.5
1598245200,28.9
1598248800,39.79
1598252400,40.06
1598256000,40.06
1598259600,39.98
1598263200,38.29
1598266800,39.55
1598270400,40.55
1598274000,42.26
1598277600,42.1
1598281200,41.2
1598284800,41.92
1598288400,42.09
1598292000,42.15
1598295600,43.23
1598299200,46.78
1598302800,50.84
1598306400,46.78
1598310000,43.97
1598313600,42.6
1598317200,39.53
1598320800,34.48
1598324400,32.76
1598328000,32.68
1598331600,34.7
1598335200,43.71
1598338800,44.84
1598342400,48.09
1598346000,45.24
1598349600,43.07
1598353200,41.69
1598356800,40.07
1598360400,38.8
1598364000,35.91
1598367600,35.57
1598371200,35.65
1598374800,39.0
1598378400,40.99
1598382000,42.04
1598385600,43.25
1598389200,43.64
1598392800,40.45
1598396400,37.69
1598400000,31.93
1598403600,31.07
1598407200,30.13
1598410800,30.2
1598414400,31.0
1598418000,32.32
1598421600,32.93
1598425200,37.09
1598428800,37.82
1598432400,37.86
1598436000,38.6
1598439600,40.62
1598443200,42.57
1598446800,42.31
1598450400,42.51
1598454000,41.48
1598457600,40.3
1598461200,42.57
1598464800,44.77
1598468400,46.0
1598472000,47.5
1598475600,53.0
1598479200,48.38
1598482800,44.86
1598486400,46.91
1598490000,42.91
1598493600,40.02
1598497200,38.93
1598500800,38.3
1598504400,40.02
1598508000,42.93
1598511600,47.78
1598515200,51.04
1598518800,50.81
1598522400,49.69
1598526000,50.01
1598529600,49.46
1598533200,49.46
1598536800,46.91
1598540400,46.91
1598544000,46.91
1598547600,45.51
1598551200,45.82
1598554800,46.91
1598558400,48.01
1598562000,51.49
1598565600,47.74
1598569200,45.42
1598572800,39.9
1598576400,37.3
1598580000,34.73
1598583600,32.47
1598587200,32.01
1598590800,34.74
1598594400,40.88
1598598000,45.71
1598601600,47.99
1598605200,49.01
1598608800,46.01
1598612400,45.51
1598616000,46.0
1598619600,44.33
1598623200,41.44
1598626800,38.25
1598630400,38.25
1598634000,33.27
1598637600,32.27
1598641200,33.37
1598644800,37.72
1598648400,43.48
1598652000,41.38
1598655600,39.19
1598659200,36.82
1598662800,33.76
1598666400,30.74
1598670000,29.27
1598673600,28.31
1598677200,29.0
1598680800,29.6
1598684400,29.97
1598688000,35.94
1598691600,38.3
1598695200,30.53
1598698800,28.95
1598702400,28.95
1598706000,29.0
1598709600,28.34
1598713200,24.0
1598716800,21.0
1598720400,20.2
1598724000,23.1
1598727600,28.47
1598731200,33.76
1598734800,43.82
1598738400,41.92
1598742000,39.26
1598745600,38.2
1598749200,34.98
1598752800,32.08
1598756400,31.34
1598760000,30.74
1598763600,30.98
1598767200,30.59
1598770800,30.74
1598774400,31.97
1598778000,32.25
1598781600,32.39
1598785200,32.25
1598788800,31.38
1598792400,30.4
1598796000,29.97
1598799600,29.23
1598803200,29.98
1598806800,31.41
1598810400,35.18
1598814000,39.08
1598817600,42.7
1598821200,43.13
1598824800,41.97
1598828400,37.0
1598832000,33.39
1598835600,30.82
1598839200,28.89
1598842800,28.43
1598846400,29.41
1598850000,34.39
1598853600,45.24
1598857200,42.92
1598860800,44.88
1598864400,44.3
1598868000,41.06
1598871600,39.9
1598875200,44.18
1598878800,45.18
1598882400,44.88
1598886000,44.35
1598889600,44.35
1598893200,44.88
1598896800,46.18
1598900400,47.88
1598904000,51.18
1598907600,55.69
1598911200,50.77
1598914800,45.0
1598918400,42.71
1598922000,38.0
1598925600,36.55
1598929200,35.0
1598932800,36.2
1598936400,38.89
1598940000,48.08
1598943600,50.74
1598947200,51.55
1598950800,52.5
1598954400,51.34
1598958000,53.46
1598961600,50.86
1598965200,49.77
1598968800,47.12
1598972400,47.0
1598976000,48.58
1598979600,49.27
1598983200,48.03
1598986800,46.19
1598990400,48.08
1598994000,50.02
1598997600,44.35
1599001200,40.01
1599004800,41.67
1599008400,38.02
1599012000,36.35
1599015600,34.72
1599019200,35.7
1599022800,38.35
1599026400,44.07
1599030000,44.35
1599033600,46.0
1599037200,47.01
1599040800,44.35
1599044400,44.35
1599048000,45.02
1599051600,44.11
1599055200,43.96
1599058800,44.02
1599062400,46.46
1599066000,48.01
1599069600,48.03
1599073200,49.77
1599076800,51.08
1599080400,52.18
1599084000,49.34
1599087600,43.94
1599091200,44.55
1599094800,40.93
1599098400,38.36
1599102000,35.84
1599105600,35.43
1599109200,38.73
1599112800,49.5
1599116400,53.22
1599120000,55.01
1599123600,52.35
1599127200,48.17
1599130800,48.0
1599134400,46.98
1599138000,44.35
1599141600,44.3
1599145200,41.47
1599148800,42.65
1599152400,44.69
1599156000,50.12
1599159600,51.89
1599163200,54.51
1599166800,52.57
1599170400,50.01
1599174000,44.11
1599177600,44.34
1599181200,39.07
1599184800,36.2
1599188400,33.4
1599192000,32.68
1599195600,33.57
1599199200,43.17
1599202800,48.43
1599206400,51.64
1599210000,51.25
1599213600,50.12
1599217200,48.69
1599220800,48.81
1599224400,46.24
1599228000,42.54
1599231600,40.16
1599235200,40.09
1599238800,44.0
1599242400,46.03
1599246000,48.79
1599249600,51.25
1599253200,50.52
1599256800,44.0
1599260400,40.37
1599264000,39.58
1599267600,38.4
1599271200,38.4
1599274800,38.4
1599278400,30.9
1599282000,30.9
1599285600,31.6
1599289200,34.2
1599292800,38.3
1599296400,37.55
1599300000,32.7
1599303600,34.91
1599307200,35.65
1599310800,34.89
1599314400,33.23
1599318000,30.5
1599321600,30.04
1599325200,30.9
1599328800,30.8
1599332400,37.03
1599336000,42.8
1599339600,43.08
1599343200,38.94
1599346800,31.16
1599350400,34.04
1599354000,31.0
1599357600,30.29
1599361200,29.32
1599364800,29.39
1599368400,29.6
1599372000,30.8
1599375600,30.9
1599379200,30.8
1599382800,30.01
1599386400,27.5
1599390000,23.27
1599393600,26.36
1599397200,30.7
1599400800,30.28
1599404400,29.6
1599408000,27.99
1599411600,27.29
1599415200,27.98
1599418800,31.0
1599422400,42.92
1599426000,46.75
1599429600,43.88
1599433200,38.5
1599436800,40.0
1599440400,31.07
1599444000,30.9
1599447600,30.53
1599451200,30.58
1599454800,33.32
1599458400,42.37
1599462000,40.96
1599465600,39.58
1599469200,37.14
1599472800,32.7
1599476400,33.9
1599480000,39.0
1599483600,43.98
1599487200,42.52
1599490800,40.11
1599494400,41.37
1599498000,44.01
1599501600,44.3
1599505200,45.86
1599508800,49.64
1599512400,50.64
1599516000,44.3
1599519600,39.9
1599523200,37.71
1599526800,32.4
1599530400,31.7
1599534000,30.55
1599537600,30.55
1599541200,31.87
1599544800,39.84
1599548400,43.21
1599552000,44.07
1599555600,43.37
1599559200,37.27
1599562800,37.0
1599566400,41.31
1599570000,44.3
1599573600,45.26
1599577200,44.51
1599580800,45.57
1599584400,44.35
1599588000,45.0
1599591600,48.69
1599595200,51.57
1599598800,52.26
1599602400,49.24
1599606000,45.26
1599609600,42.11
1599613200,38.35
1599616800,38.3
1599620400,34.97
1599624000,34.77
1599627600,37.17
1599631200,47.84
1599634800,50.64
1599638400,50.76
1599642000,50.97
1599645600,49.87
1599649200,49.57
1599652800,49.94
1599656400,50.07
1599660000,49.89
1599663600,48.2
1599667200,48.51
1599670800,46.57
1599674400,45.81
1599678000,48.58
1599681600,50.87
1599685200,51.45
1599688800,48.01
1599692400,42.68
1599696000,43.47
1599699600,39.54
1599703200,37.57
1599706800,36.0
1599710400,34.4
1599714000,36.94
1599717600,45.18
1599721200,47.28
1599724800,49.01
1599728400,49.04
1599732000,46.28
1599735600,44.79
1599739200,48.0
1599742800,47.98
1599746400,47.53
1599750000,47.53
1599753600,47.87
1599757200,47.33
1599760800,46.36
1599764400,48.01
1599768000,49.66
1599771600,50.52
1599775200,48.08
1599778800,43.98
1599782400,45.84
1599786000,42.0
1599789600,39.38
1599793200,36.79
1599796800,36.85
1599800400,41.12
1599804000,49.04
1599807600,50.02
1599811200,50.04
1599814800,50.27
1599818400,49.58
1599822000,48.96
1599825600,49.04
1599829200,49.17
1599832800,49.53
1599836400,48.3
1599840000,43.15
1599843600,48.01
1599847200,49.04
1599850800,50.01
1599854400,51.67
1599858000,52.05
1599861600,49.83
1599865200,47.41
1599868800,46.0
1599872400,42.25
1599876000,40.67
1599879600,39.2
1599883200,37.37
1599886800,36.2
1599890400,36.43
1599894000,39.46
1599897600,39.46
1599901200,39.08
1599904800,38.93
1599908400,37.35
1599912000,38.05
1599915600,37.72
1599919200,36.72
1599922800,36.0
1599926400,36.82
1599930000,38.93
1599933600,44.9
1599937200,49.02
1599940800,49.98
1599944400,47.06
1599948000,43.0
1599951600,38.67
1599955200,36.53
1599958800,34.0
1599962400,31.7
1599966000,31.46
1599969600,30.82
1599973200,30.46
1599976800,30.28
1599980400,30.13
1599984000,30.13
1599987600,31.05
1599991200,31.15
1599994800,32.0
1599998400,34.0
1600002000,32.26
1600005600,30.54
1600009200,30.45
1600012800,30.46
1600016400,34.2
1600020000,40.0
1600023600,48.0
1600027200,50.52
1600030800,48.08
1600034400,43.5
1600038000,39.73
1600041600,37.84
1600045200,34.48
1600048800,32.9
1600052400,32.35
1600056000,32.32
1600059600,36.07
1600063200,47.01
1600066800,47.01
1600070400,47.01
1600074000,47.17
1600077600,45.07
1600081200,41.49
1600084800,42.34
1600088400,43.66
1600092000,42.46
1600095600,43.5
1600099200,46.07
1600102800,46.01
1600106400,47.01
1600110000,48.54
1600113600,51.47
1600117200,53.01
1600120800,51.0
1600124400,48.0
1600128000,44.81
1600131600,41.0
1600135200,39.2
1600138800,37.77
1600142400,38.6
1600146000,41.81
1600149600,50.54
1600153200,51.28
1600156800,52.78
1600160400,52.98
1600164000,51.0
1600167600,50.37
1600171200,50.9
1600174800,50.99
1600178400,50.37
1600182000,49.54
1600185600,50.37
1600189200,50.33
1600192800,50.82
1600196400,52.01
1600200000,54.83
1600203600,56.83
1600207200,53.01
1600210800,51.51
1600214400,50.12
1600218000,46.3
1600221600,45.1
1600225200,42.77
1600228800,42.72
1600232400,46.35
1600236000,52.9
1600239600,53.52
1600243200,54.47
1600246800,53.28
1600250400,53.19
1600254000,53.01
1600257600,54.26
1600261200,54.92
1600264800,54.26
1600268400,53.22
1600272000,53.44
1600275600,53.26
1600279200,53.26
1600282800,53.39
1600286400,54.72
1600290000,53.75
1600293600,48.77
1600297200,44.18
1600300800,42.49
1600304400,37.88
1600308000,35.31
1600311600,34.52
1600315200,34.58
1600318800,36.57
1600322400,48.0
1600326000,51.01
1600329600,52.32
1600333200,52.47
1600336800,50.92
1600340400,50.5
1600344000,50.0
1600347600,49.87
1600351200,50.43
1600354800,50.21
1600358400,50.12
1600362000,50.92
1600365600,52.41
1600369200,53.0
1600372800,54.04
1600376400,53.54
1600380000,47.82
1600383600,41.62
1600387200,38.21
1600390800,35.12
1600394400,34.9
1600398000,34.5
1600401600,34.19
1600405200,36.9
1600408800,45.02
1600412400,48.01
1600416000,50.82
1600419600,51.97
1600423200,48.23
1600426800,47.01
1600430400,45.69
1600434000,44.07
1600437600,42.93
1600441200,41.57
1600444800,40.85
1600448400,43.6
1600452000,45.49
1600455600,49.0
1600459200,52.19
1600462800,48.0
1600466400,42.86
1600470000,40.08
1600473600,39.9
1600477200,38.24
1600480800,35.44
1600484400,34.3
1600488000,34.15
1600491600,34.03
1600495200,34.31
1600498800,37.02
1600502400,39.76
1600506000,40.39
1600509600,40.29
1600513200,39.55
1600516800,39.62
1600520400,36.97
1600524000,35.77
1600527600,34.5
1600531200,34.4
1600534800,35.24
1600538400,40.62
1600542000,51.02
1600545600,51.05
1600549200,50.04
1600552800,46.51
1600556400,40.97
1600560000,40.34
1600563600,37.01
1600567200,35.36
1600570800,34.4
1600574400,34.21
1600578000,34.2
1600581600,34.8
1600585200,34.5
1600588800,35.05
1600592400,36.75
1600596000,34.2
1600599600,36.9
1600603200,39.8
1600606800,38.14
1600610400,34.1
1600614000,32.95
1600617600,34.2
1600621200,38.31
1600624800,45.99
1600628400,51.12
1600632000,51.91
1600635600,50.87
1600639200,49.57
1600642800,45.49
1600646400,42.95
1600650000,42.25
1600653600,38.0
1600657200,36.75
1600660800,36.5
1600664400,41.93
1600668000,51.73
1600671600,52.87
1600675200,53.72
1600678800,53.16
1600682400,52.62
1600686000,51.73
1600689600,51.73
1600693200,51.62
1600696800,50.8
1600700400,50.03
1600704000,50.03
1600707600,50.81
1600711200,51.36
1600714800,52.65
1600718400,56.01
1600722000,58.89
1600725600,54.01
1600729200,50.0
1600732800,49.23
1600736400,49.01
1600740000,46.51
1600743600,45.49
1600747200,44.46
1600750800,43.59
1600754400,51.73
1600758000,54.34
1600761600,55.83
1600765200,55.01
1600768800,53.03
1600772400,52.89
1600776000,52.76
1600779600,51.74
1600783200,50.81
1600786800,48.32
1600790400,49.23
1600794000,49.96
1600797600,50.81
1600801200,52.25
1600804800,55.75
1600808400,55.47
1600812000,50.78
1600815600,47.0
1600819200,42.45
1600822800,40.21
1600826400,38.86
1600830000,37.66
1600833600,36.47
1600837200,39.37
1600840800,44.54
1600844400,50.9
1600848000,51.74
1600851600,51.23
1600855200,50.23
1600858800,49.23
1600862400,49.24
1600866000,48.53
1600869600,43.77
1600873200,42.89
1600876800,37.2
1600880400,41.32
1600884000,44.07
1600887600,50.23
1600891200,52.99
1600894800,50.9
